"$40,000","$45,000","$50,000","$55,000","$60,000","$65,000","$70,000",no gender restrictions,gender restrictions,no salary equality restrictions,salary equality restrictions,no environmental restrictions,environmental restrictions,no firearms restrictions,firearms restrictions,no living wage restrictions,living wage restrictions,no labor rights restrictions,labor rights restrictions,no faith/morality restrictions,faith/morality restrictions,ID
-1.065532715738887,0.8619864754418675,1.1411376727434837,-0.4861652873955199,0.39815557947917346,-0.33130877039664014,-0.5182729541334776,0.25967463669748014,-0.25967463669748014,-0.061561506036181456,0.061561506036181456,0.5104671009021441,-0.5104671009021441,-0.08373894572895776,0.08373894572895776,0.7586766094768054,-0.7586766094768054,-0.05949802237575644,0.05949802237575644,-0.1583525129693026,0.1583525129693026,1
-1.3971765568804337,0.05290318604494121,-0.05018958640237626,0.1596504205762308,-0.40414248131049924,0.3859538301702968,1.2530011878018406,0.9607241912337312,-0.9607241912337312,0.008148029425461532,-0.008148029425461532,-0.35578380245953817,0.35578380245953817,0.08711524797836012,-0.08711524797836012,0.2651845993867323,-0.2651845993867323,0.04005462882778383,-0.04005462882778383,-0.13761881723775304,0.13761881723775304,2
-1.190032441608732,-1.8189618438041784,-0.2846200463195291,0.569167296673728,0.2192043491396778,0.7391250816401446,1.766117604278889,0.43941658300236897,-0.43941658300236897,-0.3413240911076747,0.3413240911076747,0.12006386000776713,-0.12006386000776713,0.5560721313615973,-0.5560721313615973,0.14982736191614143,-0.14982736191614143,0.08865669494972701,-0.08865669494972701,0.6708131000004313,-0.6708131000004313,3
-0.36124025821171935,1.4683276104369487,0.3880022997674741,0.015164385571641901,0.6109505831145268,-1.2383363326178594,-0.8828682880610127,-0.4739619857855731,0.4739619857855731,0.5922516204977973,-0.5922516204977973,0.0635410218121852,-0.0635410218121852,0.4937623014631708,-0.4937623014631708,0.3907072755279242,-0.3907072755279242,-0.16013576336365143,0.16013576336365143,0.2578801036221082,-0.2578801036221082,4
-0.11652043768805426,0.32905268155438455,0.5399289109677397,0.5713857300989318,-0.36358487461513816,-0.4488581134764594,-0.5114038968414042,0.7296270881589566,-0.7296270881589566,0.5799058255265422,-0.5799058255265422,-0.09370538254930884,0.09370538254930884,1.3400881543045216,-1.3400881543045216,-0.22294190827915528,0.22294190827915528,0.0660859086496641,-0.0660859086496641,-0.07545281661473871,0.07545281661473871,5
-0.10939435534294431,0.3571602360005703,0.1338504674754119,0.7532516231217834,0.24946381610100749,-0.06568502869243655,-1.3186467586633923,-0.2652948367873659,0.2652948367873659,0.0686460917118943,-0.0686460917118943,-0.4788321646589141,0.4788321646589141,-0.5415508768256253,0.5415508768256253,0.05155206446144391,-0.05155206446144391,-0.11877760150608002,0.11877760150608002,-0.09485997683196387,0.09485997683196387,6
0.9876502850641157,-0.8747269845429422,-0.1560402292877646,1.892635288709564,-0.5162808818838605,-0.4895561934072713,-0.8436812846518412,-0.7505272280424239,0.7505272280424239,0.1049843847628659,-0.1049843847628659,-0.15932778186173574,0.15932778186173574,-0.2664897028666823,0.2664897028666823,0.6186026558050989,-0.6186026558050989,0.38142787486601204,-0.38142787486601204,-0.5739768385629788,0.5739768385629788,7
-1.0403267081855714,-0.7148877624369344,0.05397106316706293,0.2761522916263671,0.10886688990608402,0.3560233602340315,0.9602008656889602,0.03604464585543604,-0.03604464585543604,-0.35385574796028757,0.35385574796028757,-0.0988440376642076,0.0988440376642076,-1.594502188850538,1.594502188850538,-0.10858855068156119,0.10858855068156119,0.3175398491122374,-0.3175398491122374,0.2436433037480499,-0.2436433037480499,8
-1.0944255404067507,-1.6914333917575042,-0.39773458718478094,1.171733040063439,-0.1630540296128357,0.45483301340396726,1.7200814954944652,0.3271321584795579,-0.3271321584795579,0.5658925277373941,-0.5658925277373941,0.35835521721626035,-0.35835521721626035,-0.4947089701038116,0.4947089701038116,0.5121637786618115,-0.5121637786618115,0.12444085625616558,-0.12444085625616558,0.41437347972560223,-0.41437347972560223,9
1.3784492027030482,0.49281489002395307,-0.9031788131161926,1.1019634966798915,0.03935194722944645,-0.8487551551899177,-1.2606455683302287,-0.29556867937093373,0.29556867937093373,0.2136786614908045,-0.2136786614908045,0.011315179245876595,-0.011315179245876595,1.2566163384077176,-1.2566163384077176,0.7054229911663356,-0.7054229911663356,-0.0768741109111055,0.0768741109111055,0.8088535981572523,-0.8088535981572523,10
