wtp_child_labor,wtp_firearms,wtp_fossil_fuels,wtp_racial_diversity_mgmt,wtp_gender_pay_gap
-1523.6607046819909,2713.050923894045,1500.81977441797,790.7705397987006,-575.3875700007562
-191198.5639390074,18121.646815297983,-748.3954151865325,3606.4182443297445,-22286.880066709506
-47090.91032465473,7365.021038043006,10780.979192831353,-21805.961476879238,-19288.10111286372
-5357.958982722774,67458.48612043035,-5158.03536605396,5657.025385028507,1059.6286779912818
-32407.654367501662,7538.197057277454,-1264.4031695185658,-986.4153487761183,-8061.96752757624
-27056.42703721729,357.64661333909095,5173.349548792239,-3261.6149048810594,-352.8702532618191
-42614.04629585869,-1803.6562171255273,-1507.028727649545,3011.81740825633,-12107.887902259501
691028.0714163997,70334.48776443524,-29434.476410364015,79009.66831544276,128750.1909019721
-576.4827332806061,4071.420434244764,330.950890583446,478.5330111506738,-800.3609142958127
293427.2071410938,-24395.915199769697,-11749.82057648656,-29535.014940931756,71648.00072249927
-45907.572516584434,1720.0650843992437,5993.376291461207,5211.156157102643,-9718.186951674103
-31783.299325013908,7009.0885054427645,4155.244438359013,4667.82377918753,-2003.0455986950215
-11252.29353020351,-2042.4693894043428,1121.7218700201786,1727.700976466684,-2538.998931456846
-9127.858491769919,1000.5664271911442,3482.8671437484213,-1723.2310418030543,-4868.432656242246
-26651.856992888745,-70380.95595561145,46234.01690584706,-14128.699825195716,-92516.55046571315
-98176.80324584729,1150.2128605584671,2847.08824521805,2347.7715702582323,-17426.68263163855
-27879.21240143347,348.26439186003046,4072.8784516652786,-6676.42544422715,-18294.488233738703
380.7047132788665,1158.3208775215087,1466.4270524081358,-2693.053850733154,-1885.3559518215961
-37237.50018332669,-451.6284183440381,21984.972100143234,1334.8817400054759,-19650.24729589616
6961.914732819657,-135885.85274966757,-38360.70777336817,-14528.053933258745,979.300242367639
-1046.4661336692263,3219.770448071604,1206.4676508441337,-3224.3255521105893,-909.7858545841378
-4163.16213077254,-2033.3843805073354,1691.6813444403324,-1863.7876455729045,-4672.161938505939
40619.19037114551,-17416.57648869146,-43836.907410668064,-3227.1254923380634,15593.36654171493
-10229.839467006383,-4594.938722532756,-855.7825751743276,56.02619851090128,-881.7774372775722
-23186.38200408001,16859.80339587194,11306.086265996615,7041.729381012598,-3396.19242311786
-111993.10214044801,338.507932813872,6924.821867308555,1.8562289867119754,-17125.66603701344
-4509.6749100692905,3082.5169318421267,-192.39823082126816,1694.3526282504338,1047.2163209492248
-24069.830854169788,1372.8798998970437,-1565.8633670462154,-19278.902820118743,-25172.33382469878
-112072.04074543869,17547.661683732553,-9692.008945407872,-27593.363850735936,-21626.02611328902
2728.860982151517,2247.5121356363634,2904.1610604541706,-522.0279590058497,-1383.9163201059737
-7594.929916571172,-10931.960863436232,-1661.335043219381,-5650.726021040443,-17117.64297946921
-11467.522028307716,13796.094846094986,5225.818185934331,28497.222955320656,7167.82049830268
22355.79269095189,8201.297383962368,7045.84250244871,20986.54894123326,-16225.299484386162
-1750.5529326349656,-5067.116841833817,-5471.296636816194,-10487.10769871585,-10467.668673001626
-4978.57742469023,-137.48128725331588,956.8494214245469,1972.6236584071369,-2280.1777764647914
-11776.951392351699,3187.7855466827054,-40702.974087143695,-19783.384358694515,-6478.978504553607
-24824.95896947224,-3046.107325214146,10528.794837221474,-8207.199077218635,-11680.204894111319
-165.01557350597915,109.52712626860337,1165.0084622717143,433.5574148558133,-1981.0671587389397
-56745.19248409273,5628.925817819268,6048.064749646629,-3196.070022944635,-6660.166809830523
-6994.363384074862,-1104.0500316573539,1231.4354008963003,1510.5009241924195,-3477.4953799491304
3318.9281231133004,2703.141370760183,730.7182013811318,-251.20766021572385,-3673.7253971574246
1023.2409034214386,427.2143698684688,303.35216228327494,-1512.5006021369245,-2420.853452445075
2889.5043069710864,990.9939863522103,-40.62079294094718,-315.4163865819267,-1468.869695716867
-3370.4015909958453,3200.74349568699,1776.7753921756237,2859.6073725959563,1141.942213758681
5636.823042212015,-985.0276378237696,-1922.3103210823097,1707.5000448491858,-2058.2806909694023
2139.131250139151,-2078.573506665368,-1247.994131654348,-2653.3304968951775,-1850.642922716282
-12882.326123102142,-11902.514288701419,4941.067775476682,-35111.464214690146,-53353.760316979715
-25313.246529876953,17744.405809895376,8871.421471693398,-2688.9843005379475,-21787.827483477744
399.15248611408407,-2403.7626962570994,344.45476133519594,1158.2641576495869,-3249.437683791325
-3169.059371756912,-611.8110695877904,-1276.543383001158,-1629.0591341757704,-1025.2476986186034
-1223.0001281460206,-5032.122745499758,-5447.178934081983,-9742.769902357091,-6055.857412574357
-1003964.240303608,-94181.79206783896,190398.4402069538,-122504.80891302142,-424856.7977423337
-34206.90214353526,4813.546157341994,-1499.573815920877,-2214.851681130874,-4073.342118651823
-7162.015624644566,233.24236774811595,-704.2425654756134,-326.5426310017122,-834.0049048364762
-3222.786609126694,1092.3961059174148,-667.4833851229479,1173.6772108519021,-2419.8866021460904
-6301.689232179181,-3091.663743119463,280.47385819339604,1366.1113524738923,-1998.3221888516373
-16562.475384037774,2855.744964222065,4110.638688393255,10016.178979874776,-6107.8847054384005
152193.24815911351,22445.451827095374,-14328.576433574477,94492.51764947982,116012.40846487737
50547.73190895961,7194.862624397126,-367.2085382318062,-7762.622575204655,13121.001971489375
-8672.117958132594,-1935.396016513909,662.1350634709403,-1512.9515020986507,-6084.4136212574485
51297.3285913161,14423.117305914966,14446.394401505686,900.4125273080664,-5360.368042241225
-5163.320512271256,728.7510858370714,-98.39370814863042,4233.258416226716,2896.9189944693867
-1116.916510681971,1141.6389745920249,1505.5305962420932,43.38725922847702,-2874.9701420104816
-181520.84228417298,25058.17803230489,10937.041968629877,8823.960965534297,-31472.24021268062
49054.870564927114,23021.075622401808,4699.4683172108535,14294.461848657244,99.53537960873348
-12083.737211169953,-4643.158374350636,1821.295003956781,-9497.539915452455,-7364.1501542100405
-533348.2599954138,-45850.80404070048,63705.62272029236,-32785.91222660894,-73898.50271461943
-8560.301415309345,-3926.4699591178205,5642.077159706469,-12789.389296701293,-16972.309517975842
5389.308579658049,649.2303490351461,4952.199291363789,-2933.5811049799345,-472.6724256180958
12477.018948257817,19005.550587078957,-25158.397226504592,-231864.76064980522,40799.45555889582
-4497.052616722339,-2499.503304312301,627.9127267402351,-2924.5207704916775,-3072.4538523659376
-5941.19319026966,2795.6212499196945,-1433.6856891429306,-609.2425292814177,-2247.5546675099163
-2514.2008911177127,1186.393862729901,223.58964791038602,2422.065599314562,-1404.1400599668646
-545601.6970621241,-317.1652590998473,81048.9633434334,-348722.2522048637,-513536.7645029866
708893.6293026248,-25032.431013128535,-12667.049413914187,-1953.238297032761,132852.72641883805
-87995.5097816854,-25405.90537640405,-15178.804782745088,15310.607958536068,-43130.91765949952
-1005.9082658584118,-208.87582090897425,-30.565684431253896,1083.4455237494928,-1333.694174394062
-41645.54055930879,16022.73004084904,-3696.5265860417353,-9180.26814327144,-13589.41088398728
-2776.872746055789,-889.4518718699118,776.2913409261365,1982.0035318592743,-2275.823264564122
-392953.0106759894,1359.219235093617,8440.254025174028,-12831.067324757492,-91738.0104658692
-4157.177835880161,-267.73379663946713,2078.365688351921,1864.685114302591,597.4518740557221
-6183.991045503107,-1901.7874097676654,-9726.987360728928,5535.041823448615,-7352.0760658207
-31567.105345900058,-1974.6334219331927,16548.281650088964,357.04134439435484,-14495.164446407165
25587.87779399861,12343.008233315533,17519.186719110443,12521.106661855942,22295.95812781301
2394.9901845174427,-1346.7309215023145,1249.2188568038698,1961.143513878242,-2496.63950825265
5419.344221476573,-6147.569719900066,-6180.290757220084,-9493.773238828751,-34632.203574545434
-14066.781835487742,-12005.297389134077,76499.01155322877,23325.54953913099,-18291.24780469582
1399.5804273965705,-1995.6496937747454,4283.8798118078885,2664.2101821849524,-2785.0399500392664
271403.26988433674,5662.761550465716,-32980.09161429782,-22978.93331506718,37965.419714436015
21561.122952233134,-19717.226656590658,-22256.98198340057,11534.675004279185,22370.030812879962
-128488.63710443201,20953.16438247628,7974.572573304392,-4823.993298506124,-21526.53877171901
418394.4407408878,-160466.7386844601,-32811.782560563064,-157441.52126835455,-58280.72867262784
-13181.785843768226,55387.34465396033,11204.930728526331,17204.96607160215,-62904.770834978066
-544.0490701509372,-11440.919584410804,-7266.604933926851,-8167.838261000275,-9501.574659441701
-560546.1274285925,20752.653460255864,39442.07594499602,27103.489914511396,-100795.08176992116
-11482.816959521184,1112.9309130315612,-6063.361157903214,4689.238070709473,-3442.2231432880544
-494848.9469315091,42591.905819296924,38186.52923776689,4582.009927032019,-86836.12957962674
348765.74651069124,-200455.6393143968,-141348.56462513452,-46537.08106432281,238426.39909995606
-127783.53220013075,15248.06375616025,53204.23210110389,-62068.2917868959,-42502.28385898887
-301812.8055925779,227703.86253500986,154497.37410361134,-192574.17063210503,-209545.222640878
-106084.9316405732,19852.454648261246,4050.852631881561,-14417.202042695726,-56202.42430883711
284.3043180081178,-1119.5209067332187,-426.4269110018764,-167.90535248157317,-1568.598166715196
776181.3540327937,-753804.3844076968,-580758.2196602067,275093.58041970467,1591.1001184074812
-140731.6297623924,14775.124991923614,-1658.6895715024623,-4204.207662444836,-23327.555352053554
-9921.202025553712,5111.3885606147305,3327.591349820715,-794.8547954728487,-4457.74248819246
-6016.5671913088345,-590.5864851273768,1380.1729312077775,-1375.1758557780909,-2789.0058039646406
-38718.89617714448,81989.54880808019,19723.01507923599,-5566.705993485247,11618.006102912304
-15551.066429569211,2332.0400935715224,5847.662005008291,1314.7198582954327,-4356.905867844545
420.4424786070171,6492.883597420134,-2260.1873105728405,6162.0618033835335,2680.930452173206
-11447.749298280116,5956.824720214715,4293.849848212585,-9935.448644312954,-23299.008087100246
20867.165327965373,-36446.994590136244,4463.4524222045475,-25497.121375027764,6092.367680587135
-133877.58514966114,350.6389564042146,-2501.346346681784,-17768.980622587485,-24331.272886083796
-85963.69566017146,17050.575151458477,-5757.067837263785,-21606.500615309596,-24378.860627002832
-30286.18480408673,-15490.777644603028,145.043416414389,463.3167778196255,-16950.048356220894
-475720.60551694705,1715.7119562351015,31194.673221595607,-21223.506402792962,-81556.604215152
-70580.07591713726,-2191.4327989437916,2570.0661203203736,-1568.4030954421823,-16135.699610676511
32052.568252653862,232591.52963343004,-14347.446334151124,68073.98531114835,15113.242858214815
-42763.55426039199,69556.09748564099,37157.91960532164,-15643.877222573767,-14790.81608377175
-10700.473283560625,34509.03627519161,7019.613024676226,7930.216775618758,1988.7211342720202
-106895.73887555632,-20241.46424670996,12518.340178429571,3877.417219180577,-28156.873956372387
1092797.8708783076,248710.7160168407,-71821.0779006569,776825.6266980869,690966.0885933158
-71195.3092695211,-10629.247349687448,12017.04487327055,-2412.88361240196,-18050.905734312037
-146331.48380257862,5057.920593173899,12931.201134622745,-13574.22136594654,-27033.052816091396
-56254.61960090117,-22958.122643989635,21281.01986434075,1053.6386088897084,-22681.08696788851
-28038.15297402701,8846.914151694395,-4501.834192405862,-17125.34439716476,-47225.394515562446
307064.67927065113,-135.80803132883383,-19057.734447999843,13347.133348931955,34411.201062571294
-9463.91431996969,43910.142974687,11500.979219427094,-1612.7495824153768,6171.475665228167
-6643.382695158616,3745.6283713021357,2887.21398837846,2910.3658459154267,-1321.3995626314838
-11146.90778314443,-3494.276322487675,12120.0447626107,-2170.161785337862,-2844.4937940995096
-9804.512253319375,2768.6616879584917,329.2721360877921,-1763.1945793959712,-2376.3826038525585
-146758.96307011723,9412.829967282343,9514.057742941543,-4285.836452554147,-1512.131758476699
-178158.47414095205,19228.90571433384,-7699.4331933329495,-175947.7566834751,-339392.04036813386
-147.32343802624567,2603.855708863621,-337.87822183779406,8672.751579463029,-2798.053771968537
-19359.193283210378,8336.80045277696,3650.2415846540575,-14689.27649156012,-23137.991133260843
-529.06912769776,324.52682004086853,2105.3349528360436,794.0984102916361,-306.3964044743851
-118721.62681198472,-4685.593070913652,2027.2359271941873,1906.641188534217,-14299.62831907522
260.2079783815661,852.6293445893676,133.19693089144687,1598.162866681567,-158.49182293451483
100509.30014641679,-63626.84886933562,129783.28102939943,-254195.60785109733,-209497.9449865764
-26364.596455563424,9250.065309811513,9428.202075134257,-5811.184080426698,-44311.164356956266
-18725.891992375917,-1340.81696227489,1501.5345729034327,-8577.404417654552,-26082.720540692775
-92871.0423561287,14668.370438854563,7956.892460645394,-3258.5678129845624,-19257.470249317954
-349.3695516154581,1046.1532457456194,872.687584162998,358.47566391363995,-937.0431505517248
-13353.390037593997,3864.057098787054,453.1737839554359,4234.145365611898,115.84133549433642
20656.904080639702,-33413.94283487976,-13727.38864541176,7736.05974305608,3530.5155970434926
-28814.512260964133,42520.68992846031,13326.278585860655,11553.032960965596,-14685.906636003476
31747.30773799265,-4303.173518816598,-7523.308699665416,-9782.547064070237,-9589.41953324256
75495.02291088001,-17711.49813800806,678.7627253935196,8301.94344193211,-10851.359402422957
42694.426666913794,-10967.006316975767,-6401.185091563988,-10183.843164341284,-9081.37539673014
-12602.371969809546,-5064.552172111491,-645.9780087440386,-2409.3894414881474,-8511.724393295672
151.04808132780514,-656.3069491329977,-1684.797505603228,875.7246570820772,-2876.4857508123105
-351.9916776025317,-780.6643672107097,950.8581664662253,977.6234103344215,-1742.5335112101532
57376.7851577754,-13448.418290127373,12227.697904018845,438.1753852660579,13138.603712837868
840950.9772164153,-145136.3249023151,-436506.71748463926,539089.7350062489,1692802.532307773
-26418.911749321305,23058.522139327186,7081.731065465824,846.2838901325046,-1582.5411669635741
-10243.483419318232,-818.809295086505,890.4850170109312,-2431.5664868810604,-4753.557066984354
-4192.389352461612,2730.814584349101,1332.412887096665,-1374.8489538943807,1027.6414157778797
-9695.044920606457,31.097487002749084,1540.7013532487804,-4752.014297580538,-8506.960744326634
-4580.277786565944,1212.3818533054266,1489.5391841835474,601.737229685275,-3362.0427527750853
1587.4143578719345,22573.074257029653,35171.02260445895,12871.66861063656,7753.188255672886
-1814.744414165621,-29.014563765364496,-422.37945318123593,-315.9016899733244,-2576.2960929939427
-969.1693894018247,2891.7599115263233,-1130.635862621784,894.5104968957661,-106.1791037948932
-80424.78869605098,105048.96469886888,-4820.390654251535,8176.7796312066785,-96265.90501990556
-1063.070470319986,955.5256422399125,-441.594250693716,-2343.4390796173175,-2155.588647691284
-15760.661833980108,382.15733839737095,696.496286998785,-787.75389384916,-5913.296603669722
-21792.195063308434,-4292.52635654952,9731.768577757106,-12961.681891204225,-31233.90985724577
